
1, 0.98, 1.00, 0.99
2, 0.29, 0.69, 0.39
3, 0.25, 0.86, 0.31
4, 0.77, 0.95, 0.77
5, 0.80, 1.00, 0.86
6, 0.60, 0.95, 0.67
7, 0.74, 0.95, 0.74
8, 0.77, 0.91, 0.74
9, 0.59, 0.94, 0.62
10, 0.59, 0.94, 0.47
11, 0.82, 0.99, 0.77
12, 0.99, 1.00, 1.00
13, 0.90, 0.99, 0.88
14, 0.72, 1.00, 0.75
15, 0.64, 0.94, 0.75
16, 0.46, 0.71, 0.52
17, 0.51, 0.79, 0.57
18, 0.89, 0.98, 0.93
19, 0.10, 0.40, 0.08
20, 0.97, 1.00, 0.97
